app_id,title,app_type,developer,publisher,release_date,rating_text,game_desc,user_tag
730,Counter-Strike: Global Offensive,Game,Valve,Valve,21 August 2012 – 17:00:00 UTC,"87.93% of the 4,921,825 user reviews are positive.

SteamDB Rating","Counter-Strike: Global Offensive (CS: GO) expands upon the team-based action gameplay that it pioneered when it was launched 19 years ago. CS: GO features new maps, characters, weapons, and game modes, and delivers updated versions of the classic CS content (de_dust2, etc.).","Strategy, Action, FPS, Moddable, War, Co-op, Tactical, Fast-Paced, Shooter, PvP, First-Person, Online Co-Op, Multiplayer, Competitive, Difficult, Military, Realistic, Trading, eSports, Team-Based"
625340,XERA: Survival,Game,Spotted Kiwi Interactive,Spotted Kiwi Interactive,24 May 2019 – 21:44:00 UTC,"66.52% of the 1,864 user reviews are positive.

SteamDB Rating","When a prototype combat robot becomes self-aware, only you and competing mercenaries can end a war that humanity cannot afford to lose. Set in 2022, XERA: Survival is an action-focused looter shooter - multiplayer, open world, PvPvE survival, featuring a global gear stash accessible from any server.","Strategy, Action, Adventure, Massively Multiplayer, Indie, Early Access, Simulation, Survival, FPS, Co-op, Open World, Fast-Paced, Shooter, PvP, Third-Person Shooter, First-Person, Multiplayer, Violent, PvE, Looter Shooter"
686230,OutSplit,Game,Riviysky,Riviysky,11 August 2017 – 08:05:16 UTC,"","","Indie, Puzzle, Indie, Puzzle"
634230,Project First Contact,Game,Cristian Manolachi,Cristian Manolachi,26 July 2017 – 07:13:39 UTC,"49.06% of the 106 user reviews are positive.

SteamDB Rating","Hundreds of UFOs have subjugated Earth nations and the aliens began their so-called """"Project First Contact"""": conquest of the entire planet.","Action, Adventure, Indie, Simulation, Survival, Horror, Aliens, Psychological Horror, Story Rich, Great Soundtrack, Exploration, First-Person, Sci-fi, Survival Horror, Difficult, Atmospheric, Realistic, Dark, Alternate History, Violent"
524680,Escape From Nazi Labs,Game,Manic Mind Game Lab,Manic Mind Game Lab,8 November 2016 – 15:55:13 UTC,"","","Action, RPG, Indie, Rogue-like, Dungeon Crawler, Perma Death, Retro, Difficult, Procedural Generation, Action, RPG, Indie, Rogue-like, Dungeon Crawler, Perma Death, Retro, Difficult, Procedural Generation"
437390,HoPiKo,Game,Laser Dog,Merge Games,6 January 2017 – 17:50:25 UTC,"75.15% of the 169 user reviews are positive.

SteamDB Rating","HoPiKo is an intense speed run platformer where you get to save gaming. Jump from platform to platform avoiding death, exploiting shortcuts and ripping through 100s of hand-crafted levels, each one dropped into a 5-stage mini run designed to break your mind!","Action, Indie, Casual, Platformer"
619730,Mad Driver,Game,SP,"",27 August 2017 – 14:40:00 UTC,"","","Strategy, Strategy"
491030,The Last Error,Game,Anatoliy Loginovskikh,"",1 November 2016 – 17:02:05 UTC,"","","Action, Puzzle, Shooter, 2D, Action, Puzzle, Shooter, 2D"
531490,Golden Swords,Game,Vlad K.,AEY Inc.,26 October 2016 – 18:41:14 UTC,"","","Adventure, Adventure"
354920,Pester,Game,Flump Studios,Funbox Media Ltd,21 August 2015 – 18:23:52 UTC,"54.88% of the 82 user reviews are positive.

SteamDB Rating","A blast from Flump Studios past! Pester was released on Xbox live indies back in early 2013 and was Flump Studios first game developed for public release. A remake of one of my early C64 games, Pester is a very fast paced and busy retro vertical shooter.","Indie, Shoot 'Em Up, Bullet Hell"
271550,Tribloos 2,Game,BumpkinBrothers,BumpkinBrothers,30 January 2014 – 09:42:00 UTC,"83.93% of the 280 user reviews are positive.

SteamDB Rating","The Tribloos 2 is the sequel to the best-selling time management game, The Tribloos.Trey's village is under threat once more. Before there was only one storm to worry about, now there have been many and Matilda the dragon is being tired out trying to blow them all away!Can You Help Trey Save His Island?","Strategy, Indie, Casual, Time Management"
604830,All Alone: VR,Game,8bit,Bitlock Studio,9 March 2017 – 01:59:47 UTC,"66.67% of the 48 user reviews are positive.

SteamDB Rating",The main goal in All Alone is to find the way out of such forgotten town.,"Adventure, Indie, VR"
618260,Endurance,Game,Gestmorph Games,Gestmorph Games,16 January 2018 – 22:08:16 UTC,"66.67% of the 6 user reviews are positive.

SteamDB Rating","You have a game to play, but it's not going to be that simple. For you see; you've got to eat, drink and close the door. Sound easy? You best be prepared as beating the game as fast as possible is your objective and life is going to be the number one reason for slowing you down.","Strategy, Adventure, RPG, Indie"
610390,Sugar Box,Game,Riviysky,Riviysky,15 December 2017 – 22:01:07 UTC,"","","Casual, Puzzle, Casual, Puzzle"
369310,Monstro: Battle Tactics,Game,Retrocade.net,Retrocade.net,3 December 2015 – 16:22:15 UTC,"91.30% of the 23 user reviews are positive.

SteamDB Rating","Monstro takes the traditional tRPG gameplay and reconstructs it into a completely deterministic, logical experience with a twist of tactics. All of this is spiced up with ridiculous, tongue-in-cheek lore and approachable difficulty.","Strategy, Indie, Casual, Puzzle, Turn-Based, Turn-Based Tactics"
609180,Hotel 19-95,Game,RedSquare Studios,bcInteractive,19 June 2017 – 22:40:20 UTC,"","",""
369000,Pongo,Game,Drixy Games,Black Shell Media,11 May 2015 – 18:35:01 UTC,"70.13% of the 472 user reviews are positive.

SteamDB Rating","Pongo is a 3D action platformer that combines pogo stick jumps with strategic FPS combat. Grab your Pongo, a tool usable as either a pogo stick or a gun, and traverse the vast islands of Flubber.","Strategy, Action, Adventure, Indie, Casual, FPS"
761330,Navalny 20!8 : The Rise of Evil,Game,Grizlikyt,Dagestan Technology,4 May 2018 – 15:17:53 UTC,"","","Strategy, Action, Adventure, Indie, Simulation, 2D, Pixel Graphics, Politics, Political, Memes, Strategy, Action, Adventure, Indie, Simulation, 2D, Pixel Graphics, Politics, Political, Memes"
482890,Fantasy Kingdom Simulator,Game,SimProse Studios,SimProse Studios,13 June 2016 – 17:58:00 UTC,"42.86% of the 77 user reviews are positive.

SteamDB Rating","Fantasy Kingdom Simulator transports you into a medieval realm where you reign as King of four villages, and your duty is to help them grow and blossom into fully developed cities. You'll be making meaningful choices, important decisions and face the consequences if you plan poorly.","Strategy, Indie, Casual, Simulation, Turn-Based Strategy, Grand Strategy, Abstract, Management, Strategy RPG"
462730,Townopolis,Game,Lonely Troops,Lonely Troops,27 April 2016 – 16:03:11 UTC,"68.42% of the 76 user reviews are positive.

SteamDB Rating","Construct an idyllic neighborhood with plenty of houses and keep your residents happy by providing all services they need, and they will reward you with a tidy profit. You can work your way to the top in the comprehensive campaign mode or you can create and play your own custom scenarios.","Strategy, Indie, Casual, Simulation, Building, Singleplayer, City Builder, Isometric, Management, Time Management"
446380,Sophie's Curse,Game,TrerPlay,TrerPlay,16 March 2016 – 22:22:35 UTC,"83.82% of the 408 user reviews are positive.

SteamDB Rating","You got a job, which is to take care of an old man during the night in a recently purchased house; this house does not have electricity and you have to rely on some kind of hand crank generators to light the place up, but there is something in the darkness draining their power, don’t let it happen!","Indie, Casual, Simulation, Horror, Point & Click, Survival Horror, Singleplayer"
500670,Tormentor❌Punisher,Game,E-Studio,Raw Fury,2 June 2017 – 16:08:12 UTC,"88.05% of the 435 user reviews are positive.

SteamDB Rating","Everything in Tormentor❌Punisher can be killed in one hit, from bosses to yourself. Bosses conjure traps to make the arena hellish. Demons adjust to your play style and punish you. Perform combos on enemies and gain cool upgrades. Reload your machine gun by firing your shotgun. Let's do this!","Action, Indie, Music, Aliens, Great Soundtrack, Arcade, Local Co-Op, 2D, Pixel Graphics, Difficult, Cyberpunk, Cartoony, Gore, Cartoon, Violent, Twin Stick Shooter, Female Protagonist, Soundtrack, Demons, Electronic"
608660,Psebay,Game,Eugeny Butakov,Eugeny Butakov,12 July 2017 – 14:15:31 UTC,"90.20% of the 102 user reviews are positive.

SteamDB Rating",Psebay is an atmospheric adventure in moto trial genre.,"Adventure, Indie, Simulation, Racing, Sports"
575570,ICED,Game,Anea_Duo_Dev,Anea_Duo_Dev,15 May 2017 – 09:02:19 UTC,"70.21% of the 141 user reviews are positive.

SteamDB Rating","The protagonist goes winter fishing on a lake and is caught in a snowstorm. He decides to wait it out in a tent and falls asleep. When the cold wakes him up, he finds his burner empty, his tent cold, and the ice outside broken, leaving him with no way back to the shore.","Action, Adventure, Indie, Simulation, Survival, Gore, Violent"
345440,Vapour,Game,Skobbejak Games,Skobbejak Games,3 July 2015 – 11:28:45 UTC,"41.10% of the 163 user reviews are positive.

SteamDB Rating","WARNING! This game has an Age Restriction of 18. Vapour is an experimental horror game, that fuses elements of both old school and modern horror titles with the frantic game play of classic First Person Shooter titles. Blending horror, shooter, action, puzzle and platformer in a dynamic yet cohesive combination.","Action, Adventure, Indie, Metroidvania, Survival, FPS, Puzzle, Horror, Great Soundtrack, Shooter, Exploration, First-Person, Difficult, Atmospheric, Medieval, Singleplayer, Dark, Gore, Demons, Experimental"
545560,Happy Singh Adventures,Game,Quiquopro Games,Quiquopro Games,1 August 2017 – 05:33:57 UTC,"63.64% of the 11 user reviews are positive.

SteamDB Rating",The Monsters have invaded the jungle and took many animals captive. They are destroying all the jungles one by one. The free animals have no other choice but ask for help from our hero Happy Singh.,"Action, Adventure, Indie, Platformer, Colorful, Top-Down Shooter, Cute, Family Friendly, 3D Platformer"
624910,3on3 FreeStyle,Game,Joycity,Joycity,16 October 2017 – 18:03:00 UTC,"","","Action, Free to Play, Massively Multiplayer, Casual, Sports, Co-op, Third Person, Fast-Paced, Basketball, PvP, Online Co-Op, Multiplayer, Competitive, Funny, Real-Time, eSports, Team-Based, Controller"
565110,Mobile Astro,Game,Raxasoft Games,Raxasoft Games,16 December 2016 – 05:00:13 UTC,"73.83% of the 149 user reviews are positive.

SteamDB Rating","Run, gun, and survive! In this twin stick arcade shooter, you'll be fighting your way through countless waves of enemies to restore maximum peace to the galaxy!","Action, Free to Play, Indie, Arcade, 2D, Sci-fi, Retro, Shoot 'Em Up, Twin Stick Shooter"
585780,Miner Ultra Adventures,Game,Manic Mind Game Lab,Old School Blender Addicted,27 January 2017 – 21:56:07 UTC,"","","Action, Adventure, Indie, FPS, Comedy, Psychological Horror, Story Rich, Survival Horror, Difficult, Anime, World War II, Gore, Violent, Parody , 3D Platformer, Dark Humor, Nudity, Demons, Memes, Sexual Content, Action, Adventure, Indie, FPS, Comedy, Psychological Horror, Story Rich, Survival Horror, Difficult, Anime, World War II, Gore, Violent, Parody , 3D Platformer, Dark Humor, Nudity, Demons, Memes, Sexual Content"
541100,Krampus,Game,Peace,"",18 October 2016 – 18:04:28 UTC,"","","Adventure, Horror, Adventure, Horror"
491730,Heavenly Battle,Game,Brimo Studio,Brimo Studio,15 June 2016 – 07:51:45 UTC,"","","Indie, Pixel Graphics, Indie, Pixel Graphics"
581700,Whispers: Last Hope,Game,Peace,"",5 April 2017 – 17:58:31 UTC,"","","Indie, Horror, Indie, Horror"
555930,Madness,Game,Indie Games Studio,Enoops,22 November 2016 – 12:25:29 UTC,"48.28% of the 29 user reviews are positive.

SteamDB Rating","You a hero, so have to explore a world full of dangers. overcome various difficulties, traps and demons.","Action, Adventure, RPG, Indie, Casual"
542660,Feral Fury,Game,Skandivania Games,Skandivania Games,2 April 2017 – 22:00:40 UTC,"81.67% of the 120 user reviews are positive.

SteamDB Rating",Fast-paced twin stick shooter rogue-lite action,"Action, Adventure, Indie, Rogue-like, Dungeon Crawler, Great Soundtrack, Perma Death, 2D, Rogue-lite, Difficult, Loot, Futuristic, Gore, Top-Down Shooter, Violent, Replay Value, Twin Stick Shooter, Top-Down, Bullet Hell, Action Roguelike"
571020,Santa's Big Adventures,Game,Mihai Morosanu,Mihai Morosanu,19 December 2016 – 08:52:03 UTC,"65.57% of the 61 user reviews are positive.

SteamDB Rating",A good looking santa platformer game made for kids/casual gamers.,"Action, Indie, Casual"
407750,Paranormal Psychosis,Game,Digital Homicide Studios LLC,Digital Homicide Studios LLC,22 June 2016 – 23:24:00 UTC,"","","Horror, Horror"
391740,Blaster Shooter GunGuy!,Game,Adam DeLease,Adam DeLease,11 August 2015 – 04:33:45 UTC,"43.55% of the 411 user reviews are positive.

SteamDB Rating",Blaster Shooter GunGuy is a 2D action rage platformer. Similar in nature to games such as IWBTG. But also inspired by Mega Man and Mega Man X.,"Action, Adventure, Indie, Platformer, Shooter, Precision Platformer, Difficult"
487700,Conan the mighty pig,Game,Mihai Morosanu,Mihai Morosanu,7 July 2016 – 08:22:37 UTC,"87.90% of the 496 user reviews are positive.

SteamDB Rating","Conan the mighty pig as a relaxing action-adventure exploration game. In your quest to find all the lost truffles you must avoid forest creatures and eat plants to gain special powers. There are many interconnected area to explore, including mountain and caves.","Action, Adventure, Indie, Platformer, Horror, Psychological Horror, Story Rich, Great Soundtrack, Survival Horror, Anime, World War II, Gore, Nudity, Female Protagonist, Illuminati, Hentai, Dating Sim, Memes, Sexual Content, LGBTQ+"
230050,DLC Quest,Game,Going Loud Studios,Going Loud Studios,18 March 2013,"88.39% of the 6,229 user reviews are positive.

SteamDB Rating","What happens when DLC practices go too far? An indie developer makes a game that mocks the industry and its foibles, that's what! Defeat the bad guy, save the world and get the girl! But first you'll need to find coins to buy DLC to enable animation, sound and even pausing.","Action, Adventure, Indie, Casual, Platformer, Metroidvania, Satire, Zombies, Comedy, Side Scroller, Exploration, 2D, Pixel Graphics, Retro, Funny, Singleplayer, Short, Parody , Memes, Dark Comedy"
203970,Kingdoms of Amalur: Reckoning Demo,Demo,Big Huge Games,"",17 January 2012 – 23:48:00 UTC,"","",""
494290,MiDZone,Game,NFA,NFA,11 July 2016 – 21:58:43 UTC,"39.44% of the 71 user reviews are positive.

SteamDB Rating","Four Robots with similar intelligence, their purpose is to eliminate each other and they will do whatever it takes to do that. Four teams, the last team standing wins. Do want to join the show?","Action, Indie, FPS, First-Person, Multiplayer, Singleplayer"
511800,ONRAID,Game,Pragmatix Ltd,Pragmatix Ltd,18 April 2017 – 09:22:36 UTC,"76.07% of the 1,801 user reviews are positive.

SteamDB Rating","Onraid is a challenging 2D shooter game, where you are free to develop your own play style and tactics to destroy your enemies.","Strategy, Action, Adventure, Free to Play, Massively Multiplayer, Indie, Early Access, Platformer, Survival, Co-op, MOBA, Shooter, Online Co-Op, Multiplayer, 2D, Singleplayer, Gore"
581380,Clockwise,Game,pheenix93,pheenix93,1 May 2017 – 18:00:39 UTC,"61.76% of the 34 user reviews are positive.

SteamDB Rating","""""Clockwise"""" is an adventure, puzzle, horror game with different playthroughs. It combines the feeling of being watched with the ones of confusion and fear. Will you find a way out of the haunted house?","Adventure, Indie, Puzzle, Horror, First-Person, Atmospheric, Dark, Mystery"
328940,The Deer God,Game,Crescent Moon Games,Crescent Moon Games,27 February 2015 – 17:51:51 UTC,"63.42% of the 462 user reviews are positive.

SteamDB Rating","The Deer God is a breathtaking 3D pixel art adventure that will challenge your religion and your platforming skills. It's a game about survival, reincarnation, and karma; all set in a breathtaking and unique 3D pixelized world. Feast your eyes on the beautiful lighting, day and night system, and vast landscapes.","Adventure, Indie, Platformer, 2D, Pixel Graphics, Atmospheric, Singleplayer"
492240,Tracks of Triumph: Industrial Zone,Game,Silicon Echo,Silicon Echo,17 June 2016 – 16:26:09 UTC,"","","Action, Indie, Casual, Great Soundtrack, Difficult, Singleplayer, Shoot 'Em Up, Colorful, Top-Down Shooter, Bullet Hell, Family Friendly, 3D Platformer, Arena Shooter, Action, Indie, Casual, Great Soundtrack, Difficult, Singleplayer, Shoot 'Em Up, Colorful, Top-Down Shooter, Bullet Hell, Family Friendly, 3D Platformer, Arena Shooter"
576080,Tracks of Triumph: Good Old Times,Game,Silicon Echo,Silicon Echo,24 January 2017 – 16:12:23 UTC,"","","Action, Great Soundtrack, Difficult, Singleplayer, Shoot 'Em Up, Colorful, Top-Down Shooter, Bullet Hell, Family Friendly, 3D Platformer, Arena Shooter, Action, Great Soundtrack, Difficult, Singleplayer, Shoot 'Em Up, Colorful, Top-Down Shooter, Bullet Hell, Family Friendly, 3D Platformer, Arena Shooter"
490870,Weird Hero,Game,Snail-Ninja Studio,Snail-Ninja Studio,18 November 2016 – 13:58:17 UTC,"76.27% of the 118 user reviews are positive.

SteamDB Rating","Weird Hero is a humorous and challenging shoot'em up where the hero, SuperMegaDude, battles countless foes with his arsenal of weird weapons: the Flickinator, the Atomic Toaster, a magician's hat and other strange devices.","Action, Indie, Platformer, Classic, Comedy, Shooter, Side Scroller, 2D, Difficult, Singleplayer, Short, Shoot 'Em Up"
569210,Yozora Rhapsody,Game,Yume Creations,Yume Creations,16 March 2017 – 21:47:33 UTC,"69.44% of the 36 user reviews are positive.

SteamDB Rating",Sorata Hoshikawa just got a promotion at his work. Perfect opportunity to spend an unforgettable vacation on a tropical island with his pretty wife Kotoko and his cute daughter Hotaru!,"Adventure, Indie, Visual Novel, 2D, Anime, Singleplayer, Romance, Nudity, Sexual Content"
520520,It Comes Around - A Kinetic Novel,Game,Glass of Water Studios,Afterthought Studios,29 September 2016 – 21:12:51 UTC,"41.94% of the 31 user reviews are positive.

SteamDB Rating","As seen in Singapore's Doujima, Glass of Water Studios is proud to present It Comes Around, born from a partnership between Glass of Water Studios as well as Afterthought Studios (Forgotten,Not Lost & A More Beautiful World)A ritual to solve the mysterious death of a schoolmate goes horribly wrong, trapping the students and teachers o","RPG, Indie, Casual, Simulation, Horror, Story Rich, Visual Novel, Anime, Singleplayer"
501920,Totem,Game,Grizlikyt,Dagestan Technology,30 August 2016 – 18:19:13 UTC,"","","Action, Adventure, RPG, Indie, Action, Adventure, RPG, Indie"
315640,Dizzel,Game,NSStudio,OGPlanet,11 December 2014 – 05:23:00 UTC,"","","Strategy, Action, Adventure, Free to Play, Massively Multiplayer, Indie, Zombies, Survival, FPS, Horror, Co-op, Third Person, Shooter, Third-Person Shooter, First-Person, Multiplayer, Sci-fi, Singleplayer, Gore, Blood"
453670,The Lost Souls,Game,GDNomad,Infernal Dream,11 April 2016 – 17:55:33 UTC,"47.18% of the 142 user reviews are positive.

SteamDB Rating","What does it feel like to find yourself in hell? You don't feel the wind, you don't see the sun. No more hearing child's laughter. No memory of those who once were your friends and family.","Action, Indie, Puzzle, Horror, Open World, Point & Click, Psychological Horror, Story Rich, Exploration, First-Person, Multiplayer, Gothic, Minimalist, Atmospheric, Singleplayer, 3D, Short, Narration, Walking Simulator, Female Protagonist"
594720,Star Merchant,Game,SimProse Studios,SimProse Studios,7 March 2017 – 13:25:40 UTC,"58.62% of the 58 user reviews are positive.

SteamDB Rating","Star Merchant is a galactic trading sim where you become a space entrepreneur. Buy and sell items, fight pirates, upgrade your ship and try to meet your goal without going broke!","Strategy, Indie, Casual, Simulation, Turn-Based Strategy, Space, Sci-fi, Abstract, Resource Management, Management"
253610,Wrack,Game,Final Boss Entertainment,Final Boss Entertainment,30 September 2014 – 17:21:11 UTC,"72.06% of the 544 user reviews are positive.

SteamDB Rating",Wrack is all about action - spectacular action! The addictive kill chain system encourages you to mow down as many enemies in a short period of time as possible. No hiding - keep your chain going by getting out there and kicking some alien ass!,"Action, Indie, FPS, Moddable, Fast-Paced, Great Soundtrack, Arcade, Shooter, First-Person, Old School, Sci-fi, Singleplayer, Cartoony, Score Attack, Level Editor"
220600,Football Manager 2013 Editor,Tool,Sports Interactive,"","","","",""
274560,Revolution Ace,Game,"Laser Guided Games, LLC","Laser Guided Games, LLC",19 March 2014 – 16:09:00 UTC,"72.47% of the 1,914 user reviews are positive.

SteamDB Rating","A deep, tactical shoot'em up. With every takedown, you’ll earn cash and xp to upgrade your ship and unlock new abilities. Online and local co-op. Unique versus mode. Realistic physics and water simulation.","Action, Adventure, Indie, Great Soundtrack, Arcade, Shooter, Local Co-Op, Multiplayer, 2D, Sci-fi, Retro, Difficult, Anime, Singleplayer, Shoot 'Em Up, Top-Down, Bullet Hell"
788880,Horizon Source,Game,MiaoXi Studio,MiaoXi Studio,20 March 2018 – 14:08:46 UTC,"","","Action, Adventure, Free to Play, Massively Multiplayer, Indie, Survival, FPS, Open World, Shooter, PvP, Third-Person Shooter, Multiplayer, Battle Royale"
450190,Maze Lord,Game,Jetdogs Studios,Jetdogs Studios,17 June 2016 – 14:49:45 UTC,"78.73% of the 221 user reviews are positive.

SteamDB Rating",Become the part of the legend and save the stolen princess!,"Strategy, Indie, Casual, Puzzle, 2D, Singleplayer"
375620,CortexGear:AngryDroids,Game,JH12world,JH12world,24 September 2015 – 17:47:11 UTC,"21.43% of the 112 user reviews are positive.

SteamDB Rating",CortexGear:AngryDroids is a clasic 3d Sci-Fi shooting sidescroller where quick tactics and skills need to be in harmony the beat the game. A run-and-gun shooter with both mouse and keyboard controls at the same time. An adventure game with a emotional story and epic game-play.,"Strategy, Action, Adventure, Indie, Zombies, Horror, War, Shooter, Multiplayer, Action-Adventure, Shoot 'Em Up, Mechs, 3D Platformer, Puzzle-Platformer, Robots"
293540,Guns and Robots,Game,Masthead Studios Ltd,Masthead Studios Ltd,4 August 2014 – 16:14:12 UTC,"65.55% of the 1,727 user reviews are positive.

SteamDB Rating",Guns and Robots is free to play online third person shooter. The game brings robot action with massive customization. Players get cartoony bright 3D graphics in attractive environments and challenge each other in open arenas.,"Strategy, Action, Adventure, Free to Play, RPG, Massively Multiplayer, Indie, Casual, Building, Survival, FPS, Co-op, Open World, Shooter, Sandbox, Third-Person Shooter, First-Person, Multiplayer, Singleplayer, Robots"
386420,Job the Leprechaun,Game,Herrero Games,Herrero Games,31 July 2015 – 16:05:46 UTC,"79.77% of the 173 user reviews are positive.

SteamDB Rating",Help Job the Leprechaun to rescue his friend Eri in this retro style Platformer Game.,"Indie, Casual, Platformer"
610130,UltraGoodness,Game,Rasul Mono,Rasul Mono,2 June 2017 – 18:02:16 UTC,"76.54% of the 179 user reviews are positive.

SteamDB Rating","Tear your enemies to pieces, leave oceans of blood and mountains of corpses in new dynamic and colorful action designed in pixel art style. All in the name of Goodness, of course!","Action, Indie, Rogue-like, Comedy, Dungeon Crawler, Fast-Paced, Great Soundtrack, Shooter, 2D, Rogue-lite, Pixel Graphics, Funny, Singleplayer, Colorful, Gore, Top-Down Shooter, Violent, Twin Stick Shooter, Top-Down, Action Roguelike"
33920,Arma 2 Demo,Demo,Bohemia Interactive,Bohemia Interactive,25 June 2009 – 16:47:00 UTC,"","",""
619330,Duck Hunting,Game,Alekseev,Alekseev,7 April 2017 – 23:31:16 UTC,"58.82% of the 17 user reviews are positive.

SteamDB Rating","Welcome to the realistic world of duck hunting. Shoot ducks , gaining experience!","Indie, Simulation, Sports, FPS, Shooter, Realistic, Singleplayer, Violent, Hunting, Nature"
531800,Mirage: Arcane Warfare BETA,Game,Torn Banner Studios,Torn Banner Studios,"","","","FPS, Multiplayer"
430080,Elysium: Blood Games,Game,SimProse Studios,SimProse Studios,5 January 2016 – 21:01:48 UTC,"67.07% of the 82 user reviews are positive.

SteamDB Rating","Enter a world of blood, influence and secrets in this easy to learn, yet deep strategy sim where you control a group of Gladiators, guiding them through combat and competition. Bribe, gamble and slash your way to an arena championship!","Strategy, Indie, Casual, Simulation, Sports, Turn-Based, Turn-Based Strategy, Management, Turn-Based Tactics, Text-Based"
625400,Sisters in hotel,Game,bch waves studio,bch waves studio,22 June 2017 – 22:43:34 UTC,"","","Horror, Visual Novel, Anime, Nudity, Sexual Content, Horror, Visual Novel, Anime, Nudity, Sexual Content"
542690,Mahsung Deluxe,Game,EnsenaSoft,EnsenaSoft,17 October 2016 – 16:27:55 UTC,"45.07% of the 71 user reviews are positive.

SteamDB Rating","Mahsung Deluxe is a unique blend of mahjong, concentration and puzzle solving cleverly combined into a single great game with 50 mind-bending challenges.",Casual
537200,Defense Of Greece TD,Game,First Games Interactive,First Games Interactive,10 November 2016 – 07:42:28 UTC,"60.00% of the 50 user reviews are positive.

SteamDB Rating","A game of the genre """"Tower Defense"""".","Strategy, Indie, Casual, Tower Defense"
351720,Solar Division,Game,ZeroBit Games,Ocean Media LLC,20 April 2016 – 15:54:39 UTC,"73.47% of the 49 user reviews are positive.

SteamDB Rating",The battle against Zotrix aliens is getting closer to your door step. Every space station in the network is in danger and Solar Division command needs your help to setup proper strategy for the defense. You are trusted this important task before whole network is taken to the edge of the unknown.,"Strategy, Indie, Casual, Simulation, Tower Defense"
581470,Mortifero Motus,Game,"","",18 January 2017 – 19:52:29 UTC,"","","Indie, Indie"
373290,Stones of Sorrow,Game,Cult Software,Cult Software,26 May 2015 – 16:00:11 UTC,"54.22% of the 83 user reviews are positive.

SteamDB Rating",Real cave paintings. Brutal executions. Procedural Death Labyrinth. Single player & couch co-op. Your closest blood brother has betrayed you and tricked you into a cave labyrinth. Restore your honour by brutally crushing his skull with one of the STONES OF SORROW.,"Action, RPG, Indie, Horror, Rogue-like, Great Soundtrack, Local Co-Op, Rogue-lite, Difficult, Atmospheric, Dark, Gore, Replay Value, 4 Player Local, Procedural Generation, Blood, Action Roguelike"
556160,PHAT STACKS,Game,ColloseusX,Phat Phrog Studios,29 November 2016 – 21:59:45 UTC,"43.82% of the 178 user reviews are positive.

SteamDB Rating","Phat Stacks is puzzle platformer, physics based addictive arcade game that is all about collecting crystals by building platforms and controlling an alien lifeform across these platforms","Action, Indie, Casual, Puzzle"
301680,Psichodelya,Game,Ennoble Studios,KISS ltd,8 August 2014 – 17:26:00 UTC,"37.23% of the 94 user reviews are positive.

SteamDB Rating","Set in futuristic environment, two races of mechanized alien species wage air-warfare over Earth-like pieces of land. Each ship has a coloured shield that protects the player from bullets that are the same colour. Enemy ships are also colour coded, making them more vulnerable to the same coloured bullets the player is firing.","Action, Indie, Shoot 'Em Up, Bullet Hell"
595640,Robo Do It,Game,Angel Carriola,Glossware Studios,21 February 2017 – 18:39:37 UTC,"69.23% of the 26 user reviews are positive.

SteamDB Rating",Robo Do It is a funny game to learn logic programming without writing code by building scripts to program robots in each level. The goal is to find the best solution to create an algorithm that takes these robots into victory capsules.,"Strategy, Adventure, Indie, Casual, Simulation, Puzzle, Arcade, Puzzle-Platformer, Level Editor"
515910,Hooligan Vasja,Game,Trident Game Studio,Trident Game Studio,19 August 2016 – 20:47:23 UTC,"63.69% of the 157 user reviews are positive.

SteamDB Rating","Hooligan Vasja that is a colorful and entertaining time killer.Your goal is to reach the roof, fighting with different opponents. There is a powerful boss just under the roof. Be careful, the obstacles are extremely dangerous but you can knock them down. The first level is easy but the following ones are progressively more difficult.","Action, Indie, Casual, Horror, Side Scroller, Shoot 'Em Up, Top-Down"
458940,The Atomy,Game,Rusty Knights,Siberian Digital,19 October 2016 – 21:57:39 UTC,"","","Action, Adventure, Indie, Action, Adventure, Indie"
274290,Gods Will Be Watching,Game,Deconstructeam,Devolver Digital,24 July 2014 – 16:59:52 UTC,"70.80% of the 2,490 user reviews are positive.

SteamDB Rating","Gods Will Be Watching is a minimalistic “point and click thriller” centered on despair, commitment, and sacrifice as players face intriguing puzzles and tough decisions that will affect their entire crew’s wellbeing.","Strategy, Adventure, Indie, Survival, Puzzle, Horror, Point & Click, Story Rich, Great Soundtrack, 2D, Sci-fi, Pixel Graphics, Difficult, Thriller, Atmospheric, Singleplayer, Dark, Gore, Choices Matter, Resource Management"
1106880,Tribes of Midgard - Open Beta,Game,Norsfell,Gearbox Publishing,22 July 2019 – 17:30:00 UTC,"88.24% of the 493 user reviews are positive.

SteamDB Rating","A new game in which players must resist the oncoming invasion of Giants during Ragnarök. Set in the world of Midgard, play solo or together to craft legendary equipment and defend your Viking village until the end!","Action, Adventure, Free to Play, RPG, Indie, Tower Defense, Survival, Co-op, Open World, Crafting, Multiplayer, Action RPG, Procedural Generation, Party-Based RPG"
586480,Detective Noir,Game,Paper Pirates,AEY Inc.,17 March 2017 – 11:48:48 UTC,"","","Adventure, Detective, Adventure, Detective"
587750,Tiny Toast,Game,IH8BreadProductions,Kivi Technology,2 February 2017 – 11:23:00 UTC,"","",""
486340,Gnarltoof's Revenge,Game,Digital Homicide Studios,Digital Homicide Studios,17 June 2016 – 17:38:00 UTC,"","",""
