streamer,twitch_profile,partner,language
dexus,https://www.twitch.tv/dexus,yes,German
lexlagger,https://www.twitch.tv/lexlagger,no,English
ecco,https://www.twitch.tv/ecco,yes,English
kartleague,https://www.twitch.tv/kartleague,no,Korean
prodigyddk,https://www.twitch.tv/prodigyddk,no,English
mechanicalqueen,https://www.twitch.tv/mechanicalqueen,no,English
lovelesstv,https://www.twitch.tv/lovelesstv,no,English
inoxtag,https://www.twitch.tv/inoxtag,no,French
mizterfilip,https://www.twitch.tv/mizterfilip,yes,Spanish
siralpie,https://www.twitch.tv/siralpie,no,Turkish
rockid1818,https://www.twitch.tv/rockid1818,yes,Korean
sanderjoga,https://www.twitch.tv/sanderjoga,yes,Portuguese
ryzen,https://www.twitch.tv/ryzen,yes,English
heartsupport,https://www.twitch.tv/heartsupport,yes,English
oldmanshorty,https://www.twitch.tv/oldmanshorty,yes,English
ghjtyuk45,https://www.twitch.tv/ghjtyuk45,no,English
lunmeowcom,https://www.twitch.tv/lunmeowcom,yes,Chinese
magisteryodaaa,https://www.twitch.tv/magisteryodaaa,no,Russian
enma0311,https://www.twitch.tv/enma0311,yes,Korean
etvgamingthe1st,https://www.twitch.tv/etvgamingthe1st,no,English
tataesh,https://www.twitch.tv/tataesh,no,Russian
swarmiotv,https://www.twitch.tv/swarmiotv,no,English
kobry31,https://www.twitch.tv/kobry31,no,English
lexyjane,https://www.twitch.tv/lexyjane,no,Turkish
zongoled0z0,https://www.twitch.tv/zongoled0z0,yes,French
krepo,https://www.twitch.tv/krepo,yes,English
gunfight,https://www.twitch.tv/gunfight,yes,English
riotgames,https://www.twitch.tv/riotgames,yes,English
vituss__brutva,https://www.twitch.tv/vituss__brutva,no,Russian
nrg_the_rapper,https://www.twitch.tv/nrg_the_rapper,no,Turkish
zabracus,https://www.twitch.tv/zabracus,yes,English
foopis01,https://www.twitch.tv/foopis01,no,Russian
igadget,https://www.twitch.tv/igadget,yes,Russian
trevor7146,https://www.twitch.tv/trevor7146,no,English
polo,https://www.twitch.tv/polo,yes,Spanish
super__dron,https://www.twitch.tv/super__dron,no,Russian
hadiordanmami,https://www.twitch.tv/hadiordanmami,no,Turkish
soya009,https://www.twitch.tv/soya009,no,Korean
huntergodbr,https://www.twitch.tv/huntergodbr,yes,Portuguese
imitchell,https://www.twitch.tv/imitchell,no,English
patanrex,https://www.twitch.tv/patanrex,yes,Spanish
viperdemon,https://www.twitch.tv/viperdemon,yes,Thai
mrrevan7,https://www.twitch.tv/mrrevan7,no,English
koutotv,https://www.twitch.tv/koutotv,yes,French
turuokamonohashi,https://www.twitch.tv/turuokamonohashi,no,Japanese
valevillalobos04,https://www.twitch.tv/valevillalobos04,no,Spanish
happybluepanda,https://www.twitch.tv/happybluepanda,yes,Hungarian
trulyluna,https://www.twitch.tv/trulyluna,no,English
titanturbo,https://www.twitch.tv/titanturbo,no,English
naeyla,https://www.twitch.tv/naeyla,no,German
mrtizzy,https://www.twitch.tv/mrtizzy,no,English
japczan,https://www.twitch.tv/japczan,yes,Polish
strimhata,https://www.twitch.tv/strimhata,yes,Russian
foxdrop,https://www.twitch.tv/foxdrop,yes,English
rotpilz,https://www.twitch.tv/rotpilz,yes,German
dimasfootball,https://www.twitch.tv/dimasfootball,no,English
scl_channel,https://www.twitch.tv/scl_channel,yes,Chinese
dabigcheese69,https://www.twitch.tv/dabigcheese69,yes,English
gato,https://www.twitch.tv/gato,yes,Portuguese
scrodello,https://www.twitch.tv/scrodello,no,English
b0omkerr,https://www.twitch.tv/b0omkerr,no,Spanish
therealmissclic,https://www.twitch.tv/therealmissclic,yes,French
havoc616,https://www.twitch.tv/havoc616,yes,English
i_s_e_b,https://www.twitch.tv/i_s_e_b,no,English
junyoop,https://www.twitch.tv/junyoop,yes,Korean
just_awkward,https://www.twitch.tv/just_awkward,no,English
moderntryhard,https://www.twitch.tv/moderntryhard,yes,English
clydyboy,https://www.twitch.tv/clydyboy,no,French
shaicarrasco,https://www.twitch.tv/shaicarrasco,no,Spanish
sr_conejjo,https://www.twitch.tv/sr_conejjo,no,Spanish
greenishmonkey,https://www.twitch.tv/greenishmonkey,yes,English
rsrotnet,https://www.twitch.tv/rsrotnet,no,English
keebabb,https://www.twitch.tv/keebabb,yes,Swedish
sohowtf,https://www.twitch.tv/sohowtf,yes,Thai
saara8,https://www.twitch.tv/saara8,no,Arabic
genossejuke,https://www.twitch.tv/genossejuke,no,German
albon,https://www.twitch.tv/albon,yes,English
camtyke101,https://www.twitch.tv/camtyke101,no,English
bekinka,https://www.twitch.tv/bekinka,no,Czech
cous,https://www.twitch.tv/cous,yes,English
blixure,https://www.twitch.tv/blixure,no,English
slabstick,https://www.twitch.tv/slabstick,yes,German
just_lina,https://www.twitch.tv/just_lina,yes,English
robok2016,https://www.twitch.tv/robok2016,yes,Korean
taliya564,https://www.twitch.tv/taliya564,no,Korean
abulic,https://www.twitch.tv/abulic,yes,Dutch
lts_neto,https://www.twitch.tv/lts_neto,no,Portuguese
scumtk,https://www.twitch.tv/scumtk,yes,English
slavick,https://www.twitch.tv/slavick,yes,French
quaslol,https://www.twitch.tv/quaslol,yes,English
coy_stream,https://www.twitch.tv/coy_stream,yes,English
jmw7,https://www.twitch.tv/jmw7,no,English
friskk,https://www.twitch.tv/friskk,yes,English
bwoodsplays,https://www.twitch.tv/bwoodsplays,no,English
berserkdaddy,https://www.twitch.tv/berserkdaddy,no,English
cf_chosen,https://www.twitch.tv/cf_chosen,yes,English
msmistreated,https://www.twitch.tv/msmistreated,no,English
snifer_tv,https://www.twitch.tv/snifer_tv,no,Polish
abfnggshka,https://www.twitch.tv/abfnggshka,yes,Russian
manucavalcanti,https://www.twitch.tv/manucavalcanti,no,Portuguese
emilyakai,https://www.twitch.tv/emilyakai,no,English
edmswhd,https://www.twitch.tv/edmswhd,no,Korean
iireedx_,https://www.twitch.tv/iireedx_,no,Arabic
mssh,https://www.twitch.tv/mssh,yes,Dutch
taktikoooo14,https://www.twitch.tv/taktikoooo14,no,English
fizzsenai,https://www.twitch.tv/fizzsenai,no,Portuguese
mikecheb,https://www.twitch.tv/mikecheb,yes,English
o_gabrielfelix,https://www.twitch.tv/o_gabrielfelix,no,Portuguese
7youssaf,https://www.twitch.tv/7youssaf,no,English
videogamemusicradio,https://www.twitch.tv/videogamemusicradio,no,English
taleworlds,https://www.twitch.tv/taleworlds,no,English
jorolelin,https://www.twitch.tv/jorolelin,no,English
igorcarneir0,https://www.twitch.tv/igorcarneir0,no,Portuguese
martudemaio,https://www.twitch.tv/martudemaio,no,Spanish
englishsimmer,https://www.twitch.tv/englishsimmer,yes,English
xop0,https://www.twitch.tv/xop0,no,Russian
xbox,https://www.twitch.tv/xbox,yes,English
milaconfritass,https://www.twitch.tv/milaconfritass,no,Spanish
unhistorical,https://www.twitch.tv/unhistorical,no,English
riotgames2,https://www.twitch.tv/riotgames2,yes,English
mediamuse,https://www.twitch.tv/mediamuse,yes,Korean
ff_ssa,https://www.twitch.tv/ff_ssa,no,English
3numara,https://www.twitch.tv/3numara,yes,Turkish
daniel_mowo,https://www.twitch.tv/daniel_mowo,no,German
hiddentime147,https://www.twitch.tv/hiddentime147,no,Korean
der_looper_,https://www.twitch.tv/der_looper_,no,German
clersan,https://www.twitch.tv/clersan,no,Czech
glider,https://www.twitch.tv/glider,yes,English
pasketty,https://www.twitch.tv/pasketty,no,English
xdadeveloperslive,https://www.twitch.tv/xdadeveloperslive,no,English
dasquad,https://www.twitch.tv/dasquad,yes,Turkish
ceidadh,https://www.twitch.tv/ceidadh,no,Dutch
dadukester,https://www.twitch.tv/dadukester,no,German
fauxre,https://www.twitch.tv/fauxre,yes,English
afazendaonline,https://www.twitch.tv/afazendaonline,no,Portuguese
bimdkiofhdh7hn,https://www.twitch.tv/bimdkiofhdh7hn,no,English
frytka,https://www.twitch.tv/frytka,yes,Polish
oneonny,https://www.twitch.tv/oneonny,no,Portuguese
4plays_,https://www.twitch.tv/4plays_,no,Portuguese
splashedition,https://www.twitch.tv/splashedition,yes,English
trihex,https://www.twitch.tv/trihex,yes,English
stlk,https://www.twitch.tv/stlk,yes,Russian
ddd_pinda,https://www.twitch.tv/ddd_pinda,yes,Portuguese
miss_angeliquew,https://www.twitch.tv/miss_angeliquew,yes,English
sponsorius,https://www.twitch.tv/sponsorius,yes,Unknown
3gordosb,https://www.twitch.tv/3gordosb,yes,Spanish
yoonroot,https://www.twitch.tv/yoonroot,yes,Korean
thamriyellvr,https://www.twitch.tv/thamriyellvr,yes,English
raulderp7,https://www.twitch.tv/raulderp7,no,Spanish
frantita7,https://www.twitch.tv/frantita7,yes,Spanish
chiawei1031tv,https://www.twitch.tv/chiawei1031tv,yes,Chinese
sorammmm,https://www.twitch.tv/sorammmm,yes,Korean
aydentv8,https://www.twitch.tv/aydentv8,no,German
tryte,https://www.twitch.tv/tryte,no,English
strenddd,https://www.twitch.tv/strenddd,yes,Portuguese
fuzzface49,https://www.twitch.tv/fuzzface49,yes,English
staywildly,https://www.twitch.tv/staywildly,yes,Korean
mario_delpennino,https://www.twitch.tv/mario_delpennino,no,Italian
pubg_dmm,https://www.twitch.tv/pubg_dmm,no,Japanese
joeykaotyk,https://www.twitch.tv/joeykaotyk,yes,English
juhkr6,https://www.twitch.tv/juhkr6,no,English
pecet0,https://www.twitch.tv/pecet0,yes,Spanish
marissaemmaa,https://www.twitch.tv/marissaemmaa,yes,English
onethiccboitv,https://www.twitch.tv/onethiccboitv,no,English
maxpalaro,https://www.twitch.tv/maxpalaro,yes,Portuguese
blue_fat,https://www.twitch.tv/blue_fat,no,Chinese
piipeex,https://www.twitch.tv/piipeex,no,Portuguese
dsgrbse222,https://www.twitch.tv/dsgrbse222,no,English
snomie,https://www.twitch.tv/snomie,yes,English
okheavenly,https://www.twitch.tv/okheavenly,no,English
leifonwolfst3in,https://www.twitch.tv/leifonwolfst3in,no,Spanish
ruverance,https://www.twitch.tv/ruverance,no,Russian
raeamoe,https://www.twitch.tv/raeamoe,yes,Turkish
dreamhack,https://www.twitch.tv/dreamhack,yes,English
papagamer1109,https://www.twitch.tv/papagamer1109,no,Spanish
bknlukas1,https://www.twitch.tv/bknlukas1,yes,Spanish
chipi,https://www.twitch.tv/chipi,yes,Spanish
subtosenpai,https://www.twitch.tv/subtosenpai,yes,English
thunder1408,https://www.twitch.tv/thunder1408,yes,English
aycaozefe,https://www.twitch.tv/aycaozefe,yes,Turkish
missclick_live,https://www.twitch.tv/missclick_live,yes,English
tsmooth2k,https://www.twitch.tv/tsmooth2k,no,English
rkherring,https://www.twitch.tv/rkherring,yes,English
vsvezgzegsgdfg,https://www.twitch.tv/vsvezgzegsgdfg,no,English
enerqiaofficiai,https://www.twitch.tv/enerqiaofficiai,yes,Turkish
rthv5jkk,https://www.twitch.tv/rthv5jkk,no,English
eliiixy,https://www.twitch.tv/eliiixy,no,Spanish
robbotron,https://www.twitch.tv/robbotron,yes,English
mackenseize,https://www.twitch.tv/mackenseize,yes,English
pokerpride,https://www.twitch.tv/pokerpride,no,Russian
aorusleague,https://www.twitch.tv/aorusleague,yes,Portuguese
thekidseanmac,https://www.twitch.tv/thekidseanmac,no,English
skswhdkgo1,https://www.twitch.tv/skswhdkgo1,no,Korean
hybrid__ow,https://www.twitch.tv/hybrid__ow,no,English
justixn,https://www.twitch.tv/justixn,yes,English
minpojke,https://www.twitch.tv/minpojke,yes,English
sw45vye45,https://www.twitch.tv/sw45vye45,no,English
daff_eiri,https://www.twitch.tv/daff_eiri,yes,Russian
squeed88,https://www.twitch.tv/squeed88,yes,Spanish
wondamikey,https://www.twitch.tv/wondamikey,yes,English
ohzman,https://www.twitch.tv/ohzman,yes,Turkish
sindz_,https://www.twitch.tv/sindz_,yes,Russian
gune_1,https://www.twitch.tv/gune_1,no,Portuguese
koka,https://www.twitch.tv/koka,yes,French
natsukisel,https://www.twitch.tv/natsukisel,yes,Spanish
weissemoehre,https://www.twitch.tv/weissemoehre,yes,German
diguerafn,https://www.twitch.tv/diguerafn,no,Portuguese
lilypaddles,https://www.twitch.tv/lilypaddles,no,English
egolukayisi,https://www.twitch.tv/egolukayisi,yes,Turkish
jaieazy,https://www.twitch.tv/jaieazy,yes,English
lero3,https://www.twitch.tv/lero3,yes,German
sp51402002,https://www.twitch.tv/sp51402002,yes,Chinese
minyaseptember,https://www.twitch.tv/minyaseptember,yes,Japanese
jordberry,https://www.twitch.tv/jordberry,yes,Danish
jokaa45,https://www.twitch.tv/jokaa45,yes,French
austysawce,https://www.twitch.tv/austysawce,no,English
sinotfound,https://www.twitch.tv/sinotfound,yes,English
siakki,https://www.twitch.tv/siakki,yes,English
couchjockey,https://www.twitch.tv/couchjockey,yes,English
neth3,https://www.twitch.tv/neth3,yes,Japanese
siborgreal,https://www.twitch.tv/siborgreal,no,English
fenixytb,https://www.twitch.tv/fenixytb,yes,Portuguese
briseidhe,https://www.twitch.tv/briseidhe,no,Italian
fenohs,https://www.twitch.tv/fenohs,yes,English
fonbet_nhl,https://www.twitch.tv/fonbet_nhl,yes,Russian
electricallongboard,https://www.twitch.tv/electricallongboard,no,English
klaxer,https://www.twitch.tv/klaxer,no,Spanish
xthewhale,https://www.twitch.tv/xthewhale,no,German
crrr,https://www.twitch.tv/crrr,yes,English
qldnfqldnf,https://www.twitch.tv/qldnfqldnf,no,Korean
oneesportsgg_b,https://www.twitch.tv/oneesportsgg_b,yes,English
egorkreed,https://www.twitch.tv/egorkreed,yes,Russian
a_fazenda_reality,https://www.twitch.tv/a_fazenda_reality,no,Portuguese
ftymu55,https://www.twitch.tv/ftymu55,no,English
chen810830,https://www.twitch.tv/chen810830,yes,Chinese
mela,https://www.twitch.tv/mela,yes,English
rous1983,https://www.twitch.tv/rous1983,no,Spanish
esl_csgob_pl,https://www.twitch.tv/esl_csgob_pl,yes,Polish
tiltr,https://www.twitch.tv/tiltr,no,English
4donyvec,https://www.twitch.tv/4donyvec,no,English
snifferish,https://www.twitch.tv/snifferish,no,English
umbra_osrs,https://www.twitch.tv/umbra_osrs,no,English
aloneray,https://www.twitch.tv/aloneray,no,Russian
hoobatank,https://www.twitch.tv/hoobatank,no,English
roomyxx,https://www.twitch.tv/roomyxx,no,English
matthsgamerbr,https://www.twitch.tv/matthsgamerbr,yes,Portuguese
letsmakefriends,https://www.twitch.tv/letsmakefriends,yes,English
mike9x,https://www.twitch.tv/mike9x,yes,English
kurisugm,https://www.twitch.tv/kurisugm,no,Spanish
girlsgutsglory,https://www.twitch.tv/girlsgutsglory,no,English
yujimboo,https://www.twitch.tv/yujimboo,yes,French
1stmadskull,https://www.twitch.tv/1stmadskull,no,Arabic
anas_off,https://www.twitch.tv/anas_off,yes,French
fusergame,https://www.twitch.tv/fusergame,no,English
kathyzinha,https://www.twitch.tv/kathyzinha,yes,Portuguese
shomaru7,https://www.twitch.tv/shomaru7,yes,Japanese
serdirignoiyacom,https://www.twitch.tv/serdirignoiyacom,no,English
linkxlol,https://www.twitch.tv/linkxlol,yes,English
tepatus,https://www.twitch.tv/tepatus,yes,Finnish
julzd4w,https://www.twitch.tv/julzd4w,no,English
shipilov,https://www.twitch.tv/shipilov,no,Russian
i0ki,https://www.twitch.tv/i0ki,yes,English
forluck25,https://www.twitch.tv/forluck25,no,Russian
xaniya,https://www.twitch.tv/xaniya,yes,Russian
gamepachi87,https://www.twitch.tv/gamepachi87,yes,Hungarian
sanman67,https://www.twitch.tv/sanman67,yes,Russian
raelilblack,https://www.twitch.tv/raelilblack,yes,English
burelafs,https://www.twitch.tv/burelafs,no,English
unhydra,https://www.twitch.tv/unhydra,yes,Turkish
thatiriekid,https://www.twitch.tv/thatiriekid,no,English
satellitesmash,https://www.twitch.tv/satellitesmash,no,English
aakk30234,https://www.twitch.tv/aakk30234,yes,Chinese
lilcria,https://www.twitch.tv/lilcria,no,English
realtalla2xlc,https://www.twitch.tv/realtalla2xlc,yes,German
mkgkitty,https://www.twitch.tv/mkgkitty,yes,English
elpas1111,https://www.twitch.tv/elpas1111,no,Spanish
jenzoou,https://www.twitch.tv/jenzoou,no,German
thedjmel,https://www.twitch.tv/thedjmel,no,English
wolfillupo,https://www.twitch.tv/wolfillupo,yes,Italian
alliewrestling,https://www.twitch.tv/alliewrestling,yes,English
tinitakapi,https://www.twitch.tv/tinitakapi,no,Turkish
gblntwitchspeedrun,https://www.twitch.tv/gblntwitchspeedrun,no,English
pianistkakatrine,https://www.twitch.tv/pianistkakatrine,yes,English
lessaardvark,https://www.twitch.tv/lessaardvark,no,English
yalllashootus,https://www.twitch.tv/yalllashootus,no,English
ribagip865,https://www.twitch.tv/ribagip865,no,English
ikohjywedr,https://www.twitch.tv/ikohjywedr,no,English
adumb,https://www.twitch.tv/adumb,no,English
bethesda_nl,https://www.twitch.tv/bethesda_nl,yes,Dutch
taeschnee,https://www.twitch.tv/taeschnee,no,Spanish
necronzero,https://www.twitch.tv/necronzero,yes,Spanish
friendlyfirepl,https://www.twitch.tv/friendlyfirepl,yes,Polish
leighxp,https://www.twitch.tv/leighxp,yes,English
telecolorlive,https://www.twitch.tv/telecolorlive,no,Italian
pel_esports_ru,https://www.twitch.tv/pel_esports_ru,yes,Russian
kannyjede,https://www.twitch.tv/kannyjede,no,Czech
heydani,https://www.twitch.tv/heydani,yes,English
codcode904,https://www.twitch.tv/codcode904,yes,English
fantougames,https://www.twitch.tv/fantougames,yes,German
warpportal,https://www.twitch.tv/warpportal,no,English
silentmikke,https://www.twitch.tv/silentmikke,yes,English
naiky_unic,https://www.twitch.tv/naiky_unic,no,English
punkill,https://www.twitch.tv/punkill,yes,French
crocodyle_lol,https://www.twitch.tv/crocodyle_lol,yes,French
vladimirpetrenko,https://www.twitch.tv/vladimirpetrenko,yes,Turkish
florrrr18,https://www.twitch.tv/florrrr18,no,Spanish
lilykonjo,https://www.twitch.tv/lilykonjo,no,French
fake_smm,https://www.twitch.tv/fake_smm,no,Russian
alliestrasza,https://www.twitch.tv/alliestrasza,yes,English
reppukk,https://www.twitch.tv/reppukk,no,Portuguese
skacle,https://www.twitch.tv/skacle,no,English
ogjbreeze,https://www.twitch.tv/ogjbreeze,no,English
ruff13,https://www.twitch.tv/ruff13,yes,English
airshowerse,https://www.twitch.tv/airshowerse,no,Korean
warriorrust,https://www.twitch.tv/warriorrust,yes,English
wyrmwoodgaming,https://www.twitch.tv/wyrmwoodgaming,yes,English
lizstar,https://www.twitch.tv/lizstar,yes,English
darkwiiing,https://www.twitch.tv/darkwiiing,no,English
xii7lm,https://www.twitch.tv/xii7lm,no,Arabic
cryptic_zz,https://www.twitch.tv/cryptic_zz,yes,English
oshadowo1101,https://www.twitch.tv/oshadowo1101,no,English
gdaymaverick,https://www.twitch.tv/gdaymaverick,yes,English
thisiszoot,https://www.twitch.tv/thisiszoot,yes,English
xdubzfn,https://www.twitch.tv/xdubzfn,yes,Spanish
nikolarn,https://www.twitch.tv/nikolarn,yes,English
andyrw,https://www.twitch.tv/andyrw,yes,English
co6a4kentv,https://www.twitch.tv/co6a4kentv,yes,Russian
tombrutality,https://www.twitch.tv/tombrutality,no,Portuguese
theadiposetv,https://www.twitch.tv/theadiposetv,yes,English
wolemrad,https://www.twitch.tv/wolemrad,yes,Spanish
nadelesstosay,https://www.twitch.tv/nadelesstosay,no,English
skaifox,https://www.twitch.tv/skaifox,no,English
0bw5up,https://www.twitch.tv/0bw5up,no,English
pazos64,https://www.twitch.tv/pazos64,yes,Spanish
wififlyby,https://www.twitch.tv/wififlyby,no,English
zwebackhd,https://www.twitch.tv/zwebackhd,yes,English
bennnzz,https://www.twitch.tv/bennnzz,yes,French
creycreybrazil,https://www.twitch.tv/creycreybrazil,no,Portuguese
faz20000,https://www.twitch.tv/faz20000,yes,Korean
ikythar,https://www.twitch.tv/ikythar,no,English
wwe,https://www.twitch.tv/wwe,yes,English
jere3,https://www.twitch.tv/jere3,no,English
smirnoff129,https://www.twitch.tv/smirnoff129,no,German
aktawius7,https://www.twitch.tv/aktawius7,no,Russian
justcotoletta,https://www.twitch.tv/justcotoletta,no,Italian
codyjammm,https://www.twitch.tv/codyjammm,no,Spanish
willzeratvteam,https://www.twitch.tv/willzeratvteam,yes,Portuguese
sinedd92,https://www.twitch.tv/sinedd92,yes,Russian
derxxvadder,https://www.twitch.tv/derxxvadder,no,German
latenightwithloeya,https://www.twitch.tv/latenightwithloeya,yes,English
lajefaok,https://www.twitch.tv/lajefaok,yes,Spanish
set555sx,https://www.twitch.tv/set555sx,no,English
lotharhs,https://www.twitch.tv/lotharhs,yes,English
lulaboo,https://www.twitch.tv/lulaboo,yes,English
dianadunaeva,https://www.twitch.tv/dianadunaeva,yes,Russian
rebbe_,https://www.twitch.tv/rebbe_,no,Russian
jose98br,https://www.twitch.tv/jose98br,no,Spanish
hitikiri,https://www.twitch.tv/hitikiri,no,Turkish
lybe,https://www.twitch.tv/lybe,no,Spanish
erikburnns,https://www.twitch.tv/erikburnns,no,English
rogue1s,https://www.twitch.tv/rogue1s,no,English
andydavo,https://www.twitch.tv/andydavo,yes,English
totless,https://www.twitch.tv/totless,yes,English
kouhiaa,https://www.twitch.tv/kouhiaa,no,English
jericho,https://www.twitch.tv/jericho,yes,English
krotukk,https://www.twitch.tv/krotukk,yes,English
bileltv,https://www.twitch.tv/bileltv,no,French
blackjacknjill,https://www.twitch.tv/blackjacknjill,no,English
vadikus007,https://www.twitch.tv/vadikus007,yes,English
areht_b_0tctabke,https://www.twitch.tv/areht_b_0tctabke,yes,Russian
nomerevientes,https://www.twitch.tv/nomerevientes,yes,Spanish
gokhanbanabak,https://www.twitch.tv/gokhanbanabak,yes,Turkish
nikconnick,https://www.twitch.tv/nikconnick,no,English
seckotv,https://www.twitch.tv/seckotv,no,German
techsaddy,https://www.twitch.tv/techsaddy,yes,Italian
pashadizel,https://www.twitch.tv/pashadizel,yes,Russian
otzdarva,https://www.twitch.tv/otzdarva,yes,English
kooralive12r,https://www.twitch.tv/kooralive12r,no,English
lip_ow,https://www.twitch.tv/lip_ow,yes,Korean
dropz,https://www.twitch.tv/dropz,yes,English
monchi44,https://www.twitch.tv/monchi44,no,Spanish
ggwpsnosite,https://www.twitch.tv/ggwpsnosite,no,Russian
deadbeats_music,https://www.twitch.tv/deadbeats_music,no,English
avecsimon,https://www.twitch.tv/avecsimon,yes,French
papabear,https://www.twitch.tv/papabear,yes,English
wolfy6678,https://www.twitch.tv/wolfy6678,no,English
olemissesports,https://www.twitch.tv/olemissesports,yes,English
9linda,https://www.twitch.tv/9linda,no,Russian
h_e_p_p6,https://www.twitch.tv/h_e_p_p6,no,German
iamproj3ct,https://www.twitch.tv/iamproj3ct,no,English
saratiofficial,https://www.twitch.tv/saratiofficial,no,English
camilafiore,https://www.twitch.tv/camilafiore,no,Spanish
friedzon,https://www.twitch.tv/friedzon,yes,Italian
fant1k3_,https://www.twitch.tv/fant1k3_,no,Russian
noonebossdz,https://www.twitch.tv/noonebossdz,no,Russian
mikeymegamega,https://www.twitch.tv/mikeymegamega,yes,English
radetheking98,https://www.twitch.tv/radetheking98,yes,Italian
istarxb,https://www.twitch.tv/istarxb,yes,English
juniorpk123,https://www.twitch.tv/juniorpk123,yes,English
xbloodyyxx,https://www.twitch.tv/xbloodyyxx,no,Polish
sealmatt,https://www.twitch.tv/sealmatt,no,English
rhizomatiks,https://www.twitch.tv/rhizomatiks,yes,Japanese
mixelplx,https://www.twitch.tv/mixelplx,yes,English
covertgoblue,https://www.twitch.tv/covertgoblue,yes,English
autophil,https://www.twitch.tv/autophil,yes,German
digianni,https://www.twitch.tv/digianni,yes,Italian
timbaland,https://www.twitch.tv/timbaland,no,English
minion777,https://www.twitch.tv/minion777,yes,English
trrolltimetv,https://www.twitch.tv/trrolltimetv,yes,Turkish
holiday1977,https://www.twitch.tv/holiday1977,yes,Chinese
evrimagaci,https://www.twitch.tv/evrimagaci,yes,Turkish
chavi92,https://www.twitch.tv/chavi92,yes,Spanish
wishyouluckk,https://www.twitch.tv/wishyouluckk,no,English
jesserachaelfl,https://www.twitch.tv/jesserachaelfl,no,English
kakuberry,https://www.twitch.tv/kakuberry,yes,English
egor_kreedns,https://www.twitch.tv/egor_kreedns,no,Russian
endivager,https://www.twitch.tv/endivager,no,German
damonte,https://www.twitch.tv/damonte,yes,English
keegan,https://www.twitch.tv/keegan,yes,English
tarelko,https://www.twitch.tv/tarelko,no,Russian
goagildigitaldarshan,https://www.twitch.tv/goagildigitaldarshan,no,English
l2abufal7,https://www.twitch.tv/l2abufal7,yes,Arabic
naimgoncu,https://www.twitch.tv/naimgoncu,no,Turkish
bijw,https://www.twitch.tv/bijw,yes,Arabic
vetelcito01,https://www.twitch.tv/vetelcito01,no,Spanish
dode,https://www.twitch.tv/dode,yes,English
klovarr,https://www.twitch.tv/klovarr,no,English
anthonycaliber,https://www.twitch.tv/anthonycaliber,yes,English
goddess,https://www.twitch.tv/goddess,yes,English
dotamajorru4,https://www.twitch.tv/dotamajorru4,yes,Russian
mmarianaalpha,https://www.twitch.tv/mmarianaalpha,no,Portuguese
vivienpittner,https://www.twitch.tv/vivienpittner,yes,Hungarian
jayethelurker,https://www.twitch.tv/jayethelurker,no,English
foalfish,https://www.twitch.tv/foalfish,yes,Polish
luisudi,https://www.twitch.tv/luisudi,no,Portuguese
profeandresx,https://www.twitch.tv/profeandresx,yes,Spanish
paxahau,https://www.twitch.tv/paxahau,yes,English
foxxy_sly,https://www.twitch.tv/foxxy_sly,no,English
morsy,https://www.twitch.tv/morsy,no,Russian
catswithsmgs,https://www.twitch.tv/catswithsmgs,no,English
sunn,https://www.twitch.tv/sunn,yes,Hungarian
misterhigh5,https://www.twitch.tv/misterhigh5,no,English
kayanetv,https://www.twitch.tv/kayanetv,yes,French
santorin,https://www.twitch.tv/santorin,yes,English
iainlee,https://www.twitch.tv/iainlee,yes,English
axel_tv,https://www.twitch.tv/axel_tv,yes,English
wisternjl,https://www.twitch.tv/wisternjl,yes,English
vilonioustv,https://www.twitch.tv/vilonioustv,no,English
fifautitatv,https://www.twitch.tv/fifautitatv,yes,Italian
strixtlyz,https://www.twitch.tv/strixtlyz,yes,English
zayuri,https://www.twitch.tv/zayuri,yes,German
exp_juc,https://www.twitch.tv/exp_juc,yes,Portuguese
dhithe,https://www.twitch.tv/dhithe,no,Portuguese
hyperxbrasil,https://www.twitch.tv/hyperxbrasil,yes,Portuguese
fifa_football_123456,https://www.twitch.tv/fifa_football_123456,no,Russian
centercutbacon,https://www.twitch.tv/centercutbacon,no,English
wasab0,https://www.twitch.tv/wasab0,yes,Spanish
shufayewong,https://www.twitch.tv/shufayewong,yes,English
kwcptr_,https://www.twitch.tv/kwcptr_,no,Spanish
tito3697,https://www.twitch.tv/tito3697,yes,Italian
hotmeowth_hs,https://www.twitch.tv/hotmeowth_hs,yes,English
gamelux,https://www.twitch.tv/gamelux,yes,Dutch
jessekazam,https://www.twitch.tv/jessekazam,yes,English
yaseminsonustun,https://www.twitch.tv/yaseminsonustun,yes,Turkish
d7eeym70,https://www.twitch.tv/d7eeym70,no,Arabic
eazybtv,https://www.twitch.tv/eazybtv,no,English
bqcco,https://www.twitch.tv/bqcco,no,Italian
lnanous2014,https://www.twitch.tv/lnanous2014,no,English
ulsan00,https://www.twitch.tv/ulsan00,yes,Korean
imgur,https://www.twitch.tv/imgur,no,English
yurih1204,https://www.twitch.tv/yurih1204,no,Korean
brunobit1,https://www.twitch.tv/brunobit1,yes,Portuguese
drunkenpeasants,https://www.twitch.tv/drunkenpeasants,no,English
noshfn,https://www.twitch.tv/noshfn,yes,English
g0ldeng0al,https://www.twitch.tv/g0ldeng0al,no,German
ameer_,https://www.twitch.tv/ameer_,yes,Arabic
veibae,https://www.twitch.tv/veibae,yes,English
