streamer,twitch_profile,partner,language
359zing,https://www.twitch.tv/359zing,yes,Bulgarian
stukawaki,https://www.twitch.tv/stukawaki,no,English
drinno,https://www.twitch.tv/drinno,yes,English
wolvesatmydoor,https://www.twitch.tv/wolvesatmydoor,yes,English
lionblaze,https://www.twitch.tv/lionblaze,yes,English
xnight37,https://www.twitch.tv/xnight37,no,Spanish
ozvuthegamer,https://www.twitch.tv/ozvuthegamer,no,English
julemesd,https://www.twitch.tv/julemesd,yes,Portuguese
leh_tv,https://www.twitch.tv/leh_tv,no,Polish
michaelalvaradomusic,https://www.twitch.tv/michaelalvaradomusic,no,English
emmi_hakkaa_pleikkaa,https://www.twitch.tv/emmi_hakkaa_pleikkaa,yes,Finnish
hambinooo,https://www.twitch.tv/hambinooo,yes,English
slotsgambling,https://www.twitch.tv/slotsgambling,no,English
nynyhon,https://www.twitch.tv/nynyhon,yes,Japanese
canaleok,https://www.twitch.tv/canaleok,no,English
qq2419,https://www.twitch.tv/qq2419,no,Korean
fpsmini,https://www.twitch.tv/fpsmini,yes,Turkish
bowiethehero,https://www.twitch.tv/bowiethehero,yes,English
footballe79,https://www.twitch.tv/footballe79,no,English
kassio_rl,https://www.twitch.tv/kassio_rl,yes,French
doseofmia,https://www.twitch.tv/doseofmia,no,English
carrioner,https://www.twitch.tv/carrioner,yes,Polish
porlavidagaby,https://www.twitch.tv/porlavidagaby,no,Spanish
semphis,https://www.twitch.tv/semphis,yes,English
megs,https://www.twitch.tv/megs,yes,English
pubgpkc,https://www.twitch.tv/pubgpkc,no,Korean
ccaaaxv,https://www.twitch.tv/ccaaaxv,no,English
korcor,https://www.twitch.tv/korcor,yes,English
beyazbeast,https://www.twitch.tv/beyazbeast,no,Turkish
kaybaycat,https://www.twitch.tv/kaybaycat,yes,English
antheimtv,https://www.twitch.tv/antheimtv,yes,French
n3rull3,https://www.twitch.tv/n3rull3,yes,French
carlosxiri,https://www.twitch.tv/carlosxiri,yes,Spanish
kobi,https://www.twitch.tv/kobi,yes,English
liminhaplay,https://www.twitch.tv/liminhaplay,no,Portuguese
klumzii,https://www.twitch.tv/klumzii,no,English
1kuzohh,https://www.twitch.tv/1kuzohh,no,Spanish
juliray,https://www.twitch.tv/juliray,no,German
royalphunk,https://www.twitch.tv/royalphunk,yes,German
panetty,https://www.twitch.tv/panetty,yes,Italian
kspksp,https://www.twitch.tv/kspksp,yes,Chinese
rapperz4,https://www.twitch.tv/rapperz4,yes,Spanish
roy,https://www.twitch.tv/roy,yes,English
nara_hnl,https://www.twitch.tv/nara_hnl,no,Spanish
joyaileen,https://www.twitch.tv/joyaileen,yes,English
meowwolf,https://www.twitch.tv/meowwolf,yes,English
measa,https://www.twitch.tv/measa,yes,Turkish
tornis,https://www.twitch.tv/tornis,yes,English
davidsp1490,https://www.twitch.tv/davidsp1490,yes,Spanish
fortnitellamahunter,https://www.twitch.tv/fortnitellamahunter,no,English
gvs12,https://www.twitch.tv/gvs12,no,Portuguese
nepenthez,https://www.twitch.tv/nepenthez,yes,English
sowhan,https://www.twitch.tv/sowhan,yes,Chinese
sarahtje,https://www.twitch.tv/sarahtje,yes,English
jess,https://www.twitch.tv/jess,yes,English
dantesik1,https://www.twitch.tv/dantesik1,yes,Russian
thatgingergrl,https://www.twitch.tv/thatgingergrl,no,English
oneesports,https://www.twitch.tv/oneesports,yes,English
toppicklotto,https://www.twitch.tv/toppicklotto,no,English
cjayride,https://www.twitch.tv/cjayride,yes,English
zlewikktv,https://www.twitch.tv/zlewikktv,yes,English
youpickgames,https://www.twitch.tv/youpickgames,yes,English
volsheebstvo,https://www.twitch.tv/volsheebstvo,yes,Russian
tiller_gray,https://www.twitch.tv/tiller_gray,yes,English
libfestival,https://www.twitch.tv/libfestival,no,English
bourrinator,https://www.twitch.tv/bourrinator,yes,French
teftyteft,https://www.twitch.tv/teftyteft,yes,English
celezis,https://www.twitch.tv/celezis,yes,French
soddrek,https://www.twitch.tv/soddrek,yes,Portuguese
nanayango3o,https://www.twitch.tv/nanayango3o,yes,Korean
turuncu,https://www.twitch.tv/turuncu,yes,Turkish
janusz0821,https://www.twitch.tv/janusz0821,yes,Polish
nowciu_,https://www.twitch.tv/nowciu_,yes,Polish
mermaidontap,https://www.twitch.tv/mermaidontap,no,English
adricach,https://www.twitch.tv/adricach,no,Spanish
areuming,https://www.twitch.tv/areuming,yes,Korean
epicenter_ru3,https://www.twitch.tv/epicenter_ru3,yes,English
thehotcross,https://www.twitch.tv/thehotcross,yes,English
falgwang,https://www.twitch.tv/falgwang,yes,Korean
meidingdang001,https://www.twitch.tv/meidingdang001,no,Unknown
itsmrwolt,https://www.twitch.tv/itsmrwolt,no,English
eliminated__,https://www.twitch.tv/eliminated__,no,Spanish
agakiii,https://www.twitch.tv/agakiii,no,English
rplonline1,https://www.twitch.tv/rplonline1,no,English
mxneyb,https://www.twitch.tv/mxneyb,no,English
z3true24,https://www.twitch.tv/z3true24,no,English
lmgtwitch,https://www.twitch.tv/lmgtwitch,no,English
adriennedriggs,https://www.twitch.tv/adriennedriggs,no,English
taxi2g,https://www.twitch.tv/taxi2g,yes,English
gaulestv,https://www.twitch.tv/gaulestv,no,Portuguese
hailsbee,https://www.twitch.tv/hailsbee,yes,English
doudlesaxel,https://www.twitch.tv/doudlesaxel,no,French
turbo_tekno,https://www.twitch.tv/turbo_tekno,yes,Italian
fmstreamershowdown,https://www.twitch.tv/fmstreamershowdown,no,English
ablazeolive,https://www.twitch.tv/ablazeolive,yes,English
cheguzu,https://www.twitch.tv/cheguzu,no,Russian
r3ad_ii,https://www.twitch.tv/r3ad_ii,no,Arabic
sly_porto,https://www.twitch.tv/sly_porto,yes,French
ploo,https://www.twitch.tv/ploo,yes,English
tiztw,https://www.twitch.tv/tiztw,yes,Italian
hoopie,https://www.twitch.tv/hoopie,no,English
lumetric,https://www.twitch.tv/lumetric,yes,English
asapjoeyx,https://www.twitch.tv/asapjoeyx,no,English
naspoo,https://www.twitch.tv/naspoo,no,Bulgarian
bayleef,https://www.twitch.tv/bayleef,yes,English
crystallwaves,https://www.twitch.tv/crystallwaves,no,Russian
soming1907,https://www.twitch.tv/soming1907,yes,Korean
lekkerspelen,https://www.twitch.tv/lekkerspelen,yes,Dutch
foxy4tv,https://www.twitch.tv/foxy4tv,no,English
okcode,https://www.twitch.tv/okcode,yes,English
lynienicole,https://www.twitch.tv/lynienicole,no,English
thisislijoe,https://www.twitch.tv/thisislijoe,yes,English
julianserrano01,https://www.twitch.tv/julianserrano01,yes,Spanish
camibonttii,https://www.twitch.tv/camibonttii,yes,Spanish
andymacster,https://www.twitch.tv/andymacster,no,English
xwinkkzz,https://www.twitch.tv/xwinkkzz,no,English
fatsharkgames,https://www.twitch.tv/fatsharkgames,yes,English
troma,https://www.twitch.tv/troma,yes,French
meluvena,https://www.twitch.tv/meluvena,no,Spanish
alekssa,https://www.twitch.tv/alekssa,yes,Russian
j3son1k,https://www.twitch.tv/j3son1k,no,Russian
loovuz,https://www.twitch.tv/loovuz,yes,Arabic
khdsk,https://www.twitch.tv/khdsk,no,Korean
pressedence,https://www.twitch.tv/pressedence,yes,English
8youne,https://www.twitch.tv/8youne,no,English
waxmiyagi,https://www.twitch.tv/waxmiyagi,yes,English
gamerscircle,https://www.twitch.tv/gamerscircle,no,English
patty,https://www.twitch.tv/patty,yes,English
gogongsing,https://www.twitch.tv/gogongsing,yes,Korean
tortillasquad,https://www.twitch.tv/tortillasquad,yes,Spanish
yffyuffpffg5f04fruo,https://www.twitch.tv/yffyuffpffg5f04fruo,no,Arabic
ninja614,https://www.twitch.tv/ninja614,yes,English
pixelsmixel,https://www.twitch.tv/pixelsmixel,yes,English
caodin,https://www.twitch.tv/caodin,no,English
sarellan,https://www.twitch.tv/sarellan,no,English
erdwdss,https://www.twitch.tv/erdwdss,no,English
sovitia,https://www.twitch.tv/sovitia,yes,English
lngliveofficial,https://www.twitch.tv/lngliveofficial,yes,Chinese
theking,https://www.twitch.tv/theking,yes,English
zeenigami,https://www.twitch.tv/zeenigami,yes,English
mymtumtum69,https://www.twitch.tv/mymtumtum69,yes,Spanish
teaminven,https://www.twitch.tv/teaminven,yes,Korean
toxitina,https://www.twitch.tv/toxitina,no,Spanish
mochez18,https://www.twitch.tv/mochez18,no,English
ktucal,https://www.twitch.tv/ktucal,no,Korean
smith,https://www.twitch.tv/smith,yes,Russian
jamezconer,https://www.twitch.tv/jamezconer,yes,Thai
vuzzey,https://www.twitch.tv/vuzzey,yes,Polish
janix,https://www.twitch.tv/janix,yes,English
emilyymariee,https://www.twitch.tv/emilyymariee,no,English
uleejulie,https://www.twitch.tv/uleejulie,no,English
metalmaria,https://www.twitch.tv/metalmaria,no,English
tabtwice,https://www.twitch.tv/tabtwice,yes,English
joko,https://www.twitch.tv/joko,yes,English
jtunesgaming,https://www.twitch.tv/jtunesgaming,yes,English
cyberclasher,https://www.twitch.tv/cyberclasher,yes,Thai
madenemy,https://www.twitch.tv/madenemy,yes,Russian
jaeyoong,https://www.twitch.tv/jaeyoong,yes,Chinese
chuny,https://www.twitch.tv/chuny,yes,Portuguese
vitusgsbritvanuqz,https://www.twitch.tv/vitusgsbritvanuqz,no,Russian
nastjadd,https://www.twitch.tv/nastjadd,yes,Russian
rabbitav,https://www.twitch.tv/rabbitav,no,English
falconehosts,https://www.twitch.tv/falconehosts,yes,English
tobywhite1985,https://www.twitch.tv/tobywhite1985,no,English
purplecrayonnn,https://www.twitch.tv/purplecrayonnn,no,English
agathinha00,https://www.twitch.tv/agathinha00,no,Portuguese
pinolink,https://www.twitch.tv/pinolink,no,Spanish
bnrunkova,https://www.twitch.tv/bnrunkova,no,English
whatsupdiixie,https://www.twitch.tv/whatsupdiixie,no,French
nakeyjakey,https://www.twitch.tv/nakeyjakey,yes,English
avoliteplays,https://www.twitch.tv/avoliteplays,yes,Portuguese
maxwrist,https://www.twitch.tv/maxwrist,no,English
skloppa,https://www.twitch.tv/skloppa,yes,Italian
mymelomisty,https://www.twitch.tv/mymelomisty,no,English
benl86,https://www.twitch.tv/benl86,no,English
cidrexxx,https://www.twitch.tv/cidrexxx,no,German
lmikki,https://www.twitch.tv/lmikki,yes,Russian
mooha,https://www.twitch.tv/mooha,yes,English
dawidczerw,https://www.twitch.tv/dawidczerw,yes,Polish
hanjoudesu,https://www.twitch.tv/hanjoudesu,no,Japanese
kondziow0w,https://www.twitch.tv/kondziow0w,no,Polish
boomerb_tv,https://www.twitch.tv/boomerb_tv,no,English
hiroshisora,https://www.twitch.tv/hiroshisora,yes,English
landfork,https://www.twitch.tv/landfork,yes,English
partiallyroyal,https://www.twitch.tv/partiallyroyal,no,English
mates,https://www.twitch.tv/mates,yes,Italian
zant,https://www.twitch.tv/zant,yes,English
ruhaaa17,https://www.twitch.tv/ruhaaa17,yes,Russian
solvanas,https://www.twitch.tv/solvanas,yes,English
reniferka_,https://www.twitch.tv/reniferka_,yes,Polish
nefasqs,https://www.twitch.tv/nefasqs,yes,English
notaestheticallyhannah,https://www.twitch.tv/notaestheticallyhannah,no,English
akafiftyy,https://www.twitch.tv/akafiftyy,no,English
nitr0,https://www.twitch.tv/nitr0,yes,English
eazykee,https://www.twitch.tv/eazykee,yes,Hungarian
katerinasing,https://www.twitch.tv/katerinasing,yes,Russian
camak,https://www.twitch.tv/camak,yes,French
felipersa1,https://www.twitch.tv/felipersa1,yes,Portuguese
mr_grays,https://www.twitch.tv/mr_grays,no,Russian
pact_tv,https://www.twitch.tv/pact_tv,yes,Polish
lftuniiii,https://www.twitch.tv/lftuniiii,no,English
amazonmusicbr,https://www.twitch.tv/amazonmusicbr,yes,Portuguese
teegrizzley,https://www.twitch.tv/teegrizzley,yes,English
yh666g,https://www.twitch.tv/yh666g,no,English
miareproyectos,https://www.twitch.tv/miareproyectos,yes,Spanish
karimcheese,https://www.twitch.tv/karimcheese,no,English
gokseninparlaa,https://www.twitch.tv/gokseninparlaa,no,Turkish
dustymila,https://www.twitch.tv/dustymila,yes,Russian
erikatv_,https://www.twitch.tv/erikatv_,no,Italian
rxqe,https://www.twitch.tv/rxqe,no,English
yamatosdeath1,https://www.twitch.tv/yamatosdeath1,yes,English
silverstudios,https://www.twitch.tv/silverstudios,no,English
vader_tv_official,https://www.twitch.tv/vader_tv_official,yes,German
kennosv,https://www.twitch.tv/kennosv,yes,Portuguese
sugar924,https://www.twitch.tv/sugar924,no,Chinese
ppomodoli,https://www.twitch.tv/ppomodoli,yes,Korean
zeb89,https://www.twitch.tv/zeb89,yes,Italian
nels_onair,https://www.twitch.tv/nels_onair,yes,Italian
annacramling,https://www.twitch.tv/annacramling,yes,English
maydeelol,https://www.twitch.tv/maydeelol,no,English
foxtrot44,https://www.twitch.tv/foxtrot44,yes,English
roflgirl_,https://www.twitch.tv/roflgirl_,yes,German
strannik_oss,https://www.twitch.tv/strannik_oss,yes,Russian
rt555ff,https://www.twitch.tv/rt555ff,no,English
yyasunori,https://www.twitch.tv/yyasunori,no,Portuguese
d0cc_tv,https://www.twitch.tv/d0cc_tv,yes,English
luckyohneluke,https://www.twitch.tv/luckyohneluke,yes,German
nhj777v,https://www.twitch.tv/nhj777v,no,English
kombostream,https://www.twitch.tv/kombostream,yes,French
coding_tugraz,https://www.twitch.tv/coding_tugraz,no,English
pompeyo4,https://www.twitch.tv/pompeyo4,yes,Spanish
edenesports,https://www.twitch.tv/edenesports,yes,English
mintauka,https://www.twitch.tv/mintauka,yes,Thai
katrinaon,https://www.twitch.tv/katrinaon,no,Portuguese
bayleejae,https://www.twitch.tv/bayleejae,yes,English
witheball,https://www.twitch.tv/witheball,no,German
kimgapju,https://www.twitch.tv/kimgapju,yes,Korean
pmleek,https://www.twitch.tv/pmleek,yes,French
lakarnumpl,https://www.twitch.tv/lakarnumpl,yes,Polish
fuxy,https://www.twitch.tv/fuxy,yes,German
izolate,https://www.twitch.tv/izolate,yes,English
aroyitt,https://www.twitch.tv/aroyitt,yes,Spanish
zeroji,https://www.twitch.tv/zeroji,no,English
reindeer_shooter,https://www.twitch.tv/reindeer_shooter,no,Russian
dotamajorru3,https://www.twitch.tv/dotamajorru3,yes,Russian
fenristix,https://www.twitch.tv/fenristix,no,English
engony,https://www.twitch.tv/engony,no,Czech
manleywl,https://www.twitch.tv/manleywl,no,English
deekay159,https://www.twitch.tv/deekay159,no,German
czerito_,https://www.twitch.tv/czerito_,no,Spanish
nl8team,https://www.twitch.tv/nl8team,no,English
snoopeh,https://www.twitch.tv/snoopeh,yes,English
eyes1015,https://www.twitch.tv/eyes1015,yes,Japanese
rhbe5u,https://www.twitch.tv/rhbe5u,no,English
gussineta,https://www.twitch.tv/gussineta,no,English
pizzahunter2009,https://www.twitch.tv/pizzahunter2009,yes,Russian
kalera,https://www.twitch.tv/kalera,yes,Portuguese
originhs,https://www.twitch.tv/originhs,yes,French
greyerulz,https://www.twitch.tv/greyerulz,no,English
nisayah,https://www.twitch.tv/nisayah,no,French
oooda,https://www.twitch.tv/oooda,yes,Japanese
dalasreview,https://www.twitch.tv/dalasreview,yes,Spanish
lakuen,https://www.twitch.tv/lakuen,no,Korean
ishtari_,https://www.twitch.tv/ishtari_,no,English
splitpushkin,https://www.twitch.tv/splitpushkin,no,English
dreamhackcanadarl,https://www.twitch.tv/dreamhackcanadarl,yes,English
mandinga4532tv,https://www.twitch.tv/mandinga4532tv,no,English
potatozytb,https://www.twitch.tv/potatozytb,yes,French
zzinobarca6gitumau,https://www.twitch.tv/zzinobarca6gitumau,no,English
samam100,https://www.twitch.tv/samam100,no,English
cognaclol,https://www.twitch.tv/cognaclol,yes,Turkish
kr1k_659,https://www.twitch.tv/kr1k_659,no,Russian
seasonsv,https://www.twitch.tv/seasonsv,no,French
moinliz,https://www.twitch.tv/moinliz,yes,German
nether,https://www.twitch.tv/nether,yes,Portuguese
geepm,https://www.twitch.tv/geepm,yes,English
evo1,https://www.twitch.tv/evo1,yes,English
eazyflesh_,https://www.twitch.tv/eazyflesh_,no,French
avrengucu,https://www.twitch.tv/avrengucu,no,Turkish
alrexsf,https://www.twitch.tv/alrexsf,yes,English
therussianbadger,https://www.twitch.tv/therussianbadger,yes,English
boneymeal,https://www.twitch.tv/boneymeal,yes,English
ya_mashina_,https://www.twitch.tv/ya_mashina_,no,Russian
l1zzka,https://www.twitch.tv/l1zzka,yes,Russian
duellinkslounge,https://www.twitch.tv/duellinkslounge,no,English
cryssness,https://www.twitch.tv/cryssness,yes,Italian
sharp,https://www.twitch.tv/sharp,yes,English
esl_csgoc,https://www.twitch.tv/esl_csgoc,yes,English
etchy,https://www.twitch.tv/etchy,no,English
jeongbrotherz,https://www.twitch.tv/jeongbrotherz,no,Korean
palhacinho,https://www.twitch.tv/palhacinho,yes,Portuguese
rasta,https://www.twitch.tv/rasta,yes,English
yozeld,https://www.twitch.tv/yozeld,no,English
pixologic,https://www.twitch.tv/pixologic,yes,English
weron8,https://www.twitch.tv/weron8,yes,Russian
kuyanicwxc,https://www.twitch.tv/kuyanicwxc,yes,English
k0dy,https://www.twitch.tv/k0dy,yes,Russian
xkatlyne,https://www.twitch.tv/xkatlyne,yes,Spanish
wltn4765,https://www.twitch.tv/wltn4765,yes,Korean
zenocidegenius,https://www.twitch.tv/zenocidegenius,yes,English
melodybunnytv,https://www.twitch.tv/melodybunnytv,yes,Spanish
brutal_sandro,https://www.twitch.tv/brutal_sandro,yes,Italian
overpoweredow,https://www.twitch.tv/overpoweredow,yes,English
reality,https://www.twitch.tv/reality,yes,Thai
liquidox,https://www.twitch.tv/liquidox,yes,English
oscarfilms,https://www.twitch.tv/oscarfilms,yes,Spanish
js_fareast,https://www.twitch.tv/js_fareast,yes,Russian
arydiu,https://www.twitch.tv/arydiu,no,Italian
at0mium,https://www.twitch.tv/at0mium,yes,French
paidafac,https://www.twitch.tv/paidafac,yes,Portuguese
huzounet,https://www.twitch.tv/huzounet,yes,French
omgjaeland,https://www.twitch.tv/omgjaeland,no,English
centralbankai,https://www.twitch.tv/centralbankai,yes,Portuguese
futboldebate,https://www.twitch.tv/futboldebate,no,Spanish
bollyholic1,https://www.twitch.tv/bollyholic1,no,Hindi
legen,https://www.twitch.tv/legen,yes,Spanish
bizzleberry,https://www.twitch.tv/bizzleberry,yes,English
nakashi_,https://www.twitch.tv/nakashi_,yes,Czech
tigzp,https://www.twitch.tv/tigzp,yes,English
dada2ploy,https://www.twitch.tv/dada2ploy,no,Thai
keeanolookalike,https://www.twitch.tv/keeanolookalike,no,English
illspooky,https://www.twitch.tv/illspooky,yes,English
jerki0meat,https://www.twitch.tv/jerki0meat,no,English
damkalloh,https://www.twitch.tv/damkalloh,yes,Spanish
dopper,https://www.twitch.tv/dopper,no,Thai
zhannapizhama,https://www.twitch.tv/zhannapizhama,no,Russian
fiaformulae,https://www.twitch.tv/fiaformulae,yes,English
despin,https://www.twitch.tv/despin,yes,Turkish
h0ney,https://www.twitch.tv/h0ney,yes,Swedish
rahnehk,https://www.twitch.tv/rahnehk,no,English
josephjbroni,https://www.twitch.tv/josephjbroni,no,English
ogroycetv,https://www.twitch.tv/ogroycetv,no,English
luck22222,https://www.twitch.tv/luck22222,yes,Korean
secretx,https://www.twitch.tv/secretx,yes,English
sofisgamerr,https://www.twitch.tv/sofisgamerr,no,Portuguese
the1champtv,https://www.twitch.tv/the1champtv,no,English
dennybritva,https://www.twitch.tv/dennybritva,no,Russian
faceit_1,https://www.twitch.tv/faceit_1,no,Russian
alman_rossi,https://www.twitch.tv/alman_rossi,yes,German
bigwillow,https://www.twitch.tv/bigwillow,no,English
koprich,https://www.twitch.tv/koprich,yes,Russian
virtuallymarti,https://www.twitch.tv/virtuallymarti,no,English
abdullahdaplug,https://www.twitch.tv/abdullahdaplug,yes,English
jaymoji,https://www.twitch.tv/jaymoji,yes,English
mznazmi,https://www.twitch.tv/mznazmi,no,Turkish
b0aty_uy,https://www.twitch.tv/b0aty_uy,no,English
ahrileth,https://www.twitch.tv/ahrileth,no,Spanish
jaegersiege,https://www.twitch.tv/jaegersiege,no,Turkish
lynnixia,https://www.twitch.tv/lynnixia,no,German
ksr_green,https://www.twitch.tv/ksr_green,no,English
mrcheesee,https://www.twitch.tv/mrcheesee,no,English
ladyxlady,https://www.twitch.tv/ladyxlady,no,Portuguese
nestesport,https://www.twitch.tv/nestesport,no,Chinese
shanks_ttv,https://www.twitch.tv/shanks_ttv,no,English
zledihs,https://www.twitch.tv/zledihs,yes,Korean
teches,https://www.twitch.tv/teches,yes,Romanian
itsslina,https://www.twitch.tv/itsslina,no,English
namaenonaii,https://www.twitch.tv/namaenonaii,no,Polish
hltvorg,https://www.twitch.tv/hltvorg,yes,English
katthebratt,https://www.twitch.tv/katthebratt,no,English
tsunamijkee,https://www.twitch.tv/tsunamijkee,no,Russian
bdugyasy7dfgaf,https://www.twitch.tv/bdugyasy7dfgaf,no,English
minecraftjavaspeedrunning,https://www.twitch.tv/minecraftjavaspeedrunning,no,English
eskhato,https://www.twitch.tv/eskhato,yes,Russian
altoclefvr,https://www.twitch.tv/altoclefvr,no,English
swimstrim,https://www.twitch.tv/swimstrim,yes,English
bobby,https://www.twitch.tv/bobby,yes,English
legendaley,https://www.twitch.tv/legendaley,yes,English
abrahahamflores,https://www.twitch.tv/abrahahamflores,yes,Spanish
nomikaitv,https://www.twitch.tv/nomikaitv,yes,French
mogetso,https://www.twitch.tv/mogetso,no,Arabic
wowy,https://www.twitch.tv/wowy,yes,English
kalashnikovmediatv,https://www.twitch.tv/kalashnikovmediatv,yes,Russian
sigwon,https://www.twitch.tv/sigwon,yes,Korean
chilltv,https://www.twitch.tv/chilltv,no,Spanish
chuya622,https://www.twitch.tv/chuya622,no,Chinese
luceluna,https://www.twitch.tv/luceluna,no,Italian
cidcidoso,https://www.twitch.tv/cidcidoso,yes,Portuguese
pokerstarsru,https://www.twitch.tv/pokerstarsru,yes,Russian
pubgmobile,https://www.twitch.tv/pubgmobile,yes,English
raxxanterax,https://www.twitch.tv/raxxanterax,yes,English
ozzi_rider,https://www.twitch.tv/ozzi_rider,no,Polish
reeeee_k1d,https://www.twitch.tv/reeeee_k1d,no,English
tryx1,https://www.twitch.tv/tryx1,no,Arabic
pelicoxmcom,https://www.twitch.tv/pelicoxmcom,no,Japanese
velvet_7,https://www.twitch.tv/velvet_7,no,English
krobatv_o_4os,https://www.twitch.tv/krobatv_o_4os,no,Greek
robokyle,https://www.twitch.tv/robokyle,no,English
sayurim_,https://www.twitch.tv/sayurim_,no,Portuguese
sabaideethailand,https://www.twitch.tv/sabaideethailand,no,English
n12a34na,https://www.twitch.tv/n12a34na,no,English
pipelinetv,https://www.twitch.tv/pipelinetv,no,English
therustmusic,https://www.twitch.tv/therustmusic,no,English
urlan09,https://www.twitch.tv/urlan09,no,Spanish
zkevsh,https://www.twitch.tv/zkevsh,yes,Spanish
mcqueeb,https://www.twitch.tv/mcqueeb,yes,English
lolatomaszeuski,https://www.twitch.tv/lolatomaszeuski,no,Spanish
vigiabr,https://www.twitch.tv/vigiabr,yes,Portuguese
korafans31,https://www.twitch.tv/korafans31,no,English
mayzenn,https://www.twitch.tv/mayzenn,no,French
brax,https://www.twitch.tv/brax,yes,English
huggbeestv,https://www.twitch.tv/huggbeestv,yes,English
korafans37,https://www.twitch.tv/korafans37,no,English
gwenmelon,https://www.twitch.tv/gwenmelon,yes,English
dubs,https://www.twitch.tv/dubs,yes,English
gothix,https://www.twitch.tv/gothix,yes,English
isseki_tv,https://www.twitch.tv/isseki_tv,no,Portuguese
birdz0r,https://www.twitch.tv/birdz0r,no,Dutch
donjuancansado,https://www.twitch.tv/donjuancansado,no,Portuguese
kuhulhul,https://www.twitch.tv/kuhulhul,yes,Korean
kwiekylo,https://www.twitch.tv/kwiekylo,no,German
koil,https://www.twitch.tv/koil,yes,English
aussiebattlerz_,https://www.twitch.tv/aussiebattlerz_,yes,English
cesarocks,https://www.twitch.tv/cesarocks,no,Spanish
r3siak,https://www.twitch.tv/r3siak,yes,French
buratinos,https://www.twitch.tv/buratinos,no,Russian
souzinhha,https://www.twitch.tv/souzinhha,no,Portuguese
shini_waifu,https://www.twitch.tv/shini_waifu,yes,Polish
valwho_artworks,https://www.twitch.tv/valwho_artworks,no,French
bluenekotv,https://www.twitch.tv/bluenekotv,yes,French
zetetone,https://www.twitch.tv/zetetone,yes,French
dkdiamantes,https://www.twitch.tv/dkdiamantes,yes,English
potnoyyy,https://www.twitch.tv/potnoyyy,yes,Thai
xdreaamy,https://www.twitch.tv/xdreaamy,no,French
h0llylp,https://www.twitch.tv/h0llylp,yes,German
fragrl,https://www.twitch.tv/fragrl,yes,English
kershaw,https://www.twitch.tv/kershaw,yes,English
sunglitters,https://www.twitch.tv/sunglitters,yes,English
cedrolaa,https://www.twitch.tv/cedrolaa,yes,Spanish
official_gizza,https://www.twitch.tv/official_gizza,no,Italian
caaaaate,https://www.twitch.tv/caaaaate,yes,English
jackpattillo,https://www.twitch.tv/jackpattillo,yes,English
nahj,https://www.twitch.tv/nahj,yes,English
bychentric,https://www.twitch.tv/bychentric,yes,Portuguese
tiblack,https://www.twitch.tv/tiblack,no,Russian
sanyex,https://www.twitch.tv/sanyex,yes,German
66i426,https://www.twitch.tv/66i426,no,Portuguese
mooo_,https://www.twitch.tv/mooo_,yes,German
playdmb,https://www.twitch.tv/playdmb,no,Portuguese
andariel,https://www.twitch.tv/andariel,yes,Spanish
raskology_,https://www.twitch.tv/raskology_,yes,German
oonolive,https://www.twitch.tv/oonolive,yes,French
sadecegul,https://www.twitch.tv/sadecegul,no,Turkish
sagah100,https://www.twitch.tv/sagah100,no,English
ezgamerofficial,https://www.twitch.tv/ezgamerofficial,no,English
ingridybraant,https://www.twitch.tv/ingridybraant,no,Portuguese
alstlr0215,https://www.twitch.tv/alstlr0215,yes,Korean
rftgdfgs,https://www.twitch.tv/rftgdfgs,no,English
esl_99damage1,https://www.twitch.tv/esl_99damage1,yes,German
kiyulking,https://www.twitch.tv/kiyulking,yes,Korean
ruutv,https://www.twitch.tv/ruutv,yes,English
thereisnofuture,https://www.twitch.tv/thereisnofuture,yes,Russian
deishacomigors,https://www.twitch.tv/deishacomigors,no,Portuguese
knight,https://www.twitch.tv/knight,yes,English
rousena,https://www.twitch.tv/rousena,yes,Finnish
psycho_ttt,https://www.twitch.tv/psycho_ttt,no,Turkish
rantsnbantsofficial,https://www.twitch.tv/rantsnbantsofficial,no,English
ssilentess,https://www.twitch.tv/ssilentess,no,English
rybackrules,https://www.twitch.tv/rybackrules,no,English
tymwits,https://www.twitch.tv/tymwits,yes,English
eunha1998,https://www.twitch.tv/eunha1998,no,Chinese
kylelandrypiano,https://www.twitch.tv/kylelandrypiano,yes,English
quaddgod,https://www.twitch.tv/quaddgod,yes,English
pixl_pit,https://www.twitch.tv/pixl_pit,yes,English
milkbarr,https://www.twitch.tv/milkbarr,no,Portuguese
sr_ebbz,https://www.twitch.tv/sr_ebbz,yes,English
egl,https://www.twitch.tv/egl,yes,English
djvice,https://www.twitch.tv/djvice,yes,English
chanananx,https://www.twitch.tv/chanananx,yes,Thai
daikon,https://www.twitch.tv/daikon,yes,English
harrietgibson_,https://www.twitch.tv/harrietgibson_,no,English
noahsnoahyt,https://www.twitch.tv/noahsnoahyt,yes,English
nattiegold,https://www.twitch.tv/nattiegold,no,English
paulusz_,https://www.twitch.tv/paulusz_,yes,Hungarian
inelism,https://www.twitch.tv/inelism,no,Korean
shinhaejo,https://www.twitch.tv/shinhaejo,no,Korean
pixavis,https://www.twitch.tv/pixavis,no,German
sykoplayz,https://www.twitch.tv/sykoplayz,yes,English
dcuniverseonline,https://www.twitch.tv/dcuniverseonline,yes,English
brtt,https://www.twitch.tv/brtt,yes,Portuguese
